"Полтава
(укр. Полтава)";"Лтава";"Полтавская область";"317 998";1174
"Помошная
(укр. Помічна)";"";"Кировоградская область";"10 946";1868
"Попасная
(укр. Попасна)";"им. Л. М. Кагановича (с 1938 до 1943)";"Луганская область";"25 951";1878
"Почаев
(укр. Почаїв)";"";"Тернопольская область";"8 240";1450
"Приволье
(укр. Привілля)";"Ассесорское (до 1753)
Пятая Рота (до 1778)";"Луганская область";"9 004";1695
"Прилуки
(укр. Прилуки)";"";"Черниговская область";"64 861";1085
"Приморск
(укр. Приморськ)";"Обиточное (до 1821)
Ногайск (до 1964)
Приморский";"Запорожская область";"12 973";1821
"Припять
(укр. Прип’ять)";"";"Киевская область";0;1970
"Пустомыты
(укр. Пустомити)";"";"Львовская область";"9 798";1410
"Путивль
(укр. Путивль)";"";"Сумская область";"17 354";989
"Пятихатки
(укр. П’ятихатки)";"";"Днепропетровская область";"20 563";1886
"Рава-Русская
(укр. Рава-Руська)";"";"Львовская область";"8 070";1455
"Радехов
(укр. Радехів)";"";"Львовская область";"9 230";1752
"Радивилов
(укр. Радивилів)";"Радзивилов (до 1939)
Червоноармейск (до 1992)";"Ровненская область";"10 311";1564
"Радомышль
(укр. Радомишль)";"Радомысль (до 1946)";"Житомирская область";"15 326";1150
"Раздельная
(укр. Роздільна)";"";"Одесская область";"17 853";1863
"Рахов
(укр. Рахів)";"";"Закарпатская область";"15 241";1447
"Рени
(укр. Рені)";"";"Одесская область";"20 481";1548
"Решетиловка
(укр. Решетилівка)";"";"Полтавская область";9457;1638
"Ржищев
(укр. Ржищів)";"Вжищев
Ржищево";"Киевская область";"8 447";1121
"Ровеньки
(укр. Ровеньки)";"";"Луганская область";"53 725";1705
"Ровно
(укр. Рівне)";"";"Ровненская область";"248 813";1283
"Рогатин
(укр. Рогатин)";"";"Ивано-Франковская область";"8 607";1184
"Родинское
(укр. Родинське)";"";"Донецкая область";"11 996";1950
"Рожище
(укр. Рожище)";"";"Волынская область";"13 636";1377
"Ромны
(укр. Ромни)";"";"Сумская область";"50 448";1096
"Рубежное
(укр. Рубіжне)";"";"Луганская область";"65 322";1896
"Рудки
(укр. Рудки)";"";"Львовская область";"4 942";1472
"Саки[29]
(укр. Саки)";"Сак";"Автономная Республика Крым";"29 416";"XIV век"
"Самбор
(укр. Самбір)";"";"Львовская область";"36 556";1241
"Сарны
(укр. Сарни)";"";"Ровненская область";"28 144";1648
"Свалява
(укр. Свалява)";"Сольва";"Закарпатская область";"17 145";1236
"Сватово
(укр. Сватове)";"Сватова Лучка";"Луганская область";"19 495";1660
"Светловодск
(укр. Світловодськ)";"Хрущёв (до 1962)
Кремгэс (до 1969)";"Кировоградская область";"50 094";1954
"Светлодарск
(укр. Світлодарськ)";"Светлодарское";"Донецкая область";"13 184";1968
"Святогорск
(укр. Святогірськ)";"Банное (до 1964)
Славяногорск (до 2003)";"Донецкая область";"5 136";1571
"Севастополь[29]
(укр. Севастополь)";"Ахтиар (с 1783 до 1784, с 1797 до 1826)";"Севастополь";"342 451";1783
"Северодонецк
(укр. Сєвєродонецьк)";"Лисхимстрой (до 1950)";"Луганская область";"119 940";1934
"Северск
(укр. Сіверськ)";"Яма (до 1973)";"Донецкая область";"14 393";1913
"Селидово
(укр. Селидове)";"Селидовка (до 1956)";"Донецкая область";"26 793";1770
"Семёновка
(укр. Семенівка)";"";"Черниговская область";"9 656";1680
"Середина-Буда
(укр. Середина-Буда)";"";"Сумская область";"7 511";1650
"Симферополь[29]
(укр. Сімферополь)";"Акмесджит";"Автономная Республика Крым";"343 644";1784
"Синельниково
(укр. Синельникове)";"";"Днепропетровская область";"32 302";1868
"Скадовск
(укр. Скадовськ)";"Али-Агок";"Херсонская область";"19 641";1894
"Скалат
(укр. Скалат)";"";"Тернопольская область";"4 036";1512
"Сквира
(укр. Сквира)";"";"Киевская область";"18 126";1390
"Сколе
(укр. Сколе)";"";"Львовская область";"6 742";1397
"Славута
(укр. Славута)";"";"Хмельницкая область";"34 340";1633
"Славутич
(укр. Славутич)";"";"Киевская область";"24 402";1986
"Славянск
(укр. Слов’янськ)";"Тор (до 1784)
Славянское (до 1933)";"Донецкая область";"124 829";1676
"Смела
(укр. Сміла)";"";"Черкасская область";"69 681";1542
"Снежное
(укр. Сніжне)";"Васильевка (до 1864)";"Донецкая область";"58 496";1784
"Снигирёвка
(укр. Снігурівка)";"";"Николаевская область";"15 447";1812
"Сновск
(укр. Сновськ)";"Коржовка
Щорс (с 1935 до 2016)";"Черниговская область";"12 315";1860
"Снятын
(укр. Снятин)";"";"Ивано-Франковская область";"10 479";1158
"Сокаль
(укр. Сокаль)";"";"Львовская область";"21 693";1377
"Сокиряны
(укр. Сокиряни)";"";"Черновицкая область";"10 258";1666
"Соледар
(укр. Соледар)";"Брянцевка (до 1926)
Карла Либкнехта (до 1965)
Карло-Либкнехтово (до 1965)
Карло-Либкнехтовск (до 1991)";"Донецкая область";"13 151";1795
"Сорокино
(укр. Сорокине)";"Краснодон (с 1938 до 2016)";"Луганская область";"50 560";1914
"Сосновка
(укр. Соснівка)";"Кирово";"Львовская область";"11 889";1955
"Старобельск
(укр. Старобільськ)";"";"Луганская область";"22 371";1686
"Староконстантинов
(укр. Старокостянтинів)";"";"Хмельницкая область";"35 206";1525
"Старый Крым[29]
(укр. Старий Крим)";"Кырым
Солхат
Левкополь";"Автономная Республика Крым";"10 101";"I век"
"Старый Самбор
(укр. Старий Самбір)";"";"Львовская область";"5 706";1071
"Стебник
(укр. Стебник)";"";"Львовская область";"20 863";1400
"Сторожинец
(укр. Сторожинець)";"";"Черновицкая область";"14 693";1448
"Стрый
(укр. Стрий)";"";"Львовская область";"62 479";1385
"Судак[29]
(укр. Судак)";"Солдая
Сугдея
Сидагиос
Сурож";"Автономная Республика Крым";"14 495";212
"Судовая Вишня
(укр. Судова Вишня)";"";"Львовская область";"6 668";1230
"Сумы
(укр. Суми)";"";"Сумская область";"293 141";1652
"Суходольск
(укр. Суходільськ)";"Дуванный";"Луганская область";"23 642";1914
"Счастье
(укр. Щастя)";"Коваливка";"Луганская область";"13 770";1754
"Таврийск
(укр. Таврійськ)";"";"Херсонская область";"11 452";1983
"Тальное
(укр. Тальне)";"";"Черкасская область";"16 388";1646
"Тараща
(укр. Тараща)";"";"Киевская область";"13 452";1709
"Татарбунары
(укр. Татарбунари)";"Татар-Бунар
Татар-Пунар
Татарэшти";"Одесская область";"10 797";1637
"Теплодар
(укр. Теплодар)";"";"Одесская область";"8 830";1981
"Теребовля
(укр. Теребовля)";"Трембовля";"Тернопольская область";"13 661";1097
"Терновка
(укр. Тернівка)";"";"Днепропетровская область";"29 226";1775
"Тернополь
(укр. Тернопіль)";"Тарнополь (до 1944)";"Тернопольская область";"227 755";1540
"Тетиев
(укр. Тетіїв)";"Тимошня";"Киевская область";"14 944";1514
"Тлумач
(укр. Тлумач)";"";"Ивано-Франковская область";"8 831";1213
"Токмак
(укр. Токмак)";"";"Запорожская область";"36 275";1784
"Торецк
(укр. Торецьк)";"Щербиновка (до 1936)
Дзержинск (до 2016)";"Донецкая область";"43 371";1806
"Тростянец
(укр. Тростянець)";"";"Сумская область";"23 308";1660
"Трускавец
(укр. Трускавець)";"";"Львовская область";"31 037";1469
"Тульчин
(укр. Тульчин)";"Нестервар";"Винницкая область";"16 136";1607
"Турка
(укр. Турка)";"";"Львовская область";"7 681";1431
"Тысменица
(укр. Тисмениця)";"";"Ивано-Франковская область";"9 790";"XII век"
"Тячев
(укр. Тячів)";"";"Закарпатская область";"9 786";1329
"Углегорск
(укр. Вуглегірськ)";"Хацепетовка (до 1958)";"Донецкая область";"10 309";1879
"Угледар
(укр. Вугледар)";"";"Донецкая область";"17 440";1964
"Угнев
(укр. Угнів)";"";"Львовская область";"1 021";1462
"Ужгород
(укр. Ужгород)";"Унгвар";"Закарпатская область";"117 317";"IX век"
"Узин
(укр. Узин)";"";"Киевская область";"13 217";1590
"Украинка
(укр. Українка)";"Злодиевка (до 1912)
Столыпино (1921)";"Киевская область";"14 163";"XV век"
"Украинск
(укр. Українськ)";"Лесовка (до 1963)";"Донецкая область";"13 236";1952
"Умань
(укр. Умань)";"";"Черкасская область";"88 735";1616
"Устилуг
(укр. Устилуг)";"Устилогов
Усчилуг
Ружиямполь";"Волынская область";"2 283";1150
"Фастов
(укр. Фастів)";"Фощево
Хвостов";"Киевская область";"51 976";1390
"Феодосия[29]
(укр. Феодосія)";"Кефе
Кафа
Ардабда";"Автономная Республика Крым";"74 669";"VI век до н. э."
"Харцызск
(укр. Харцизьк)";"";"Донецкая область";"64 175";1869
"Харьков
(укр. Харків)";"";"Харьковская область";"1 470 902";1654
"Херсон
(укр. Херсон)";"";"Херсонская область";"328 360";1778
"Хмельник
(укр. Хмільник)";"";"Винницкая область";"27 898";1362
"Хмельницкий
(укр. Хмельницький)";"Проскуров (до 1954)";"Хмельницкая область";"290 000";1431
"Ходоров
(укр. Ходорів)";"Ходоростав";"Львовская область";"10 565";1394
"Хорол
(укр. Хорол)";"";"Полтавская область";"14 753";1083
"Хоростков
(укр. Хоростків)";"";"Тернопольская область";"7 306";1564
"Хотин
(укр. Хотин)";"";"Черновицкая область";"11 216";1002
"Христиновка
(укр. Христинівка)";"";"Черкасская область";"11 650";1890
"Хрустальный
(укр. Хрустальний)";"Криндачевка (до 1920)
Красный Луч (до 2016)";"Луганская область";"94 875";1895
"Хуст
(укр. Хуст)";"";"Закарпатская область";"29 080";1090
"Хыров
(укр. Хирів)";"";"Львовская область";"4 590";1374
"Часов Яр
(укр. Часів Яр)";"";"Донецкая область";"16 612";1876
"Червоноград
(укр. Червоноград)";"Кристинополь (до 1951)";"Львовская область";"70 568";1692
"Черкассы
(укр. Черкаси)";"";"Черкасская область";"295 414";1284
"Чернигов
(укр. Чернігів)";"";"Черниговская область";"304 994";907
"Чернобыль
(укр. Чорнобиль)";"";"Киевская область";0;1193
"Черновцы
(укр. Чернівці)";"Черновицы (до 1944)";"Черновицкая область";"240 621";1408
"Черноморск
(укр. Чорноморськ)";"Ильичёвск (до 2016)";"Одесская область";"54 151";1952
"Чигирин
(укр. Чигирин)";"";"Черкасская область";"11 960";1795
"Чистяково
(укр. Чистякове)";"Слобода Алексеевка (до 1840)
Алексеево-Леоново (до 1857)
Чистяково (до 1964)
Торез (до 2016)";"Донецкая область";"72 346";1778
"Чоп
(укр. Чоп)";"";"Закарпатская область";"8 919";1281
"Чортков
(укр. Чортків)";"Чертков";"Тернопольская область";"29 057";1427
"Чугуев
(укр. Чугуїв)";"";"Харьковская область";"36 789";1680
"Чуднов
(укр. Чуднів)";"Чуднов-Волынский";"Житомирская область";"5 752";1416
"Шаргород
(укр. Шаргород)";"Корчмарово";"Винницкая область";"7 161";1383
"Шахтёрск
(укр. Шахтарськ)";"Катык (до 1953)";"Донецкая область";"59 589";1764
"Шепетовка
(укр. Шепетівка)";"";"Хмельницкая область";"48 212";1594
"Шостка
(укр. Шостка)";"";"Сумская область";"87 130";1739
"Шпола
(укр. Шпола)";"";"Черкасская область";"19 427";1594
"Шумск
(укр. Шумськ)";"";"Тернопольская область";"5 161";1149
"Щёлкино[29]
(укр. Щолкіне)";"";"Автономная Республика Крым";"11 699";1978
"Энергодар
(укр. Енергодар)";"";"Запорожская область";"56 242";1970
"Южное
(укр. Южне)";"Новая Сычавка (до 1978)";"Одесская область";"23 977";1978
"Южноукраинск
(укр. Южноукраїнськ)";"Константиновка-2 (до 1980)";"Николаевская область";"38 206";1975
"Яворов
(укр. Яворів)";"";"Львовская область";"13 510";1376
"Яготин
(укр. Яготин)";"";"Киевская область";"23 659";1552
"Ялта[29]
(укр. Ялта)";"Ялита
Красноармейск (с 1921 до 1922)";"Автономная Республика Крым";"81 654";1154
"Ямполь
(укр. Ямпіль)";"";"Винницкая область";"11 787";1600
"Яремче
(укр. Яремче)";"Яремча (до 2006)";"Ивано-Франковская область";"7 850";1787
"Ясиноватая
(укр. Ясинувата)";"";"Донецкая область";"37 552";1872
